Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Distribution Channel,User Language,Consent_1,Consent_2,Consent_3,Consent_4,Consent_5,ProlificID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Sum_SIAS,COMP_1,secondchance_comp1,Incorrect_1,COMP_2,secondchance_comp2,Incorrect_2,Incorrect_any,SOCIAL_1,SOCIAL_2,SOCIAL_3,SOCIAL_4,SOCIAL_5,SOCIAL_6,SOCIAL_7,SOCIAL_8,SOCIAL_9,SOCIAL_10,SOCIAL_11,Sum_risk,Threshold_social,Intransitive,Age,Gender,Country_home,City_home,PROLIFIC_PID
04/06/2020 13:17,04/06/2020 13:24,IP Address,100,443,TRUE,04/06/2020 13:24,R_UykSEbmkDXFneRH,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5e8250404ba18a9794746a0f,0,3,3,1,2,2,2,3,3,1,3,3,2,1,3,2,2,1,1,1,39,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,1,1,1,1,1,1,6,6,0,24,Female,Yes,Yes,5e8250404ba18a9794746a0f
04/06/2020 13:16,04/06/2020 13:24,IP Address,100,474,TRUE,04/06/2020 13:24,R_0H5GC2qSo2ZjKIp,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c45ad3793f3690001c46767,1,1,0,0,0,0,0,0,0,0,2,0,0,2,1,1,1,1,1,0,11,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,0,39,Male,Yes,Yes,5c45ad3793f3690001c46767
04/06/2020 13:20,04/06/2020 13:24,IP Address,100,254,TRUE,04/06/2020 13:24,R_UnhvBKOc9CCQwff,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ce3d1511749aa001a72b43d,3,3,1,2,3,2,1,2,3,2,1,2,2,1,2,1,3,2,2,3,41,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,19,Male,Yes,No,5ce3d1511749aa001a72b43d
04/06/2020 13:12,04/06/2020 13:24,IP Address,100,725,TRUE,04/06/2020 13:24,R_2CJwRqvVtD07hrM,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5eb08fdf1851f8144854b8db,3,4,3,2,2,1,1,1,2,1,3,2,0,1,2,3,1,1,1,2,36,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,1,1,1,3,9,0,23,Female,No,No,5eb08fdf1851f8144854b8db
04/06/2020 13:16,04/06/2020 13:24,IP Address,100,463,TRUE,04/06/2020 13:24,R_2dXWoskV4n2LbYm,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5eaef8702b68455d6e130595,2,1,3,2,2,1,3,1,2,3,3,2,2,1,3,2,1,3,2,2,41,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,0,19,Male,Yes,Yes,5eaef8702b68455d6e130595
04/06/2020 13:17,04/06/2020 13:24,IP Address,100,399,TRUE,04/06/2020 13:24,R_2U64sivxGmWYugB,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5d93d16d913bf2001a6f9017,1,2,3,1,2,3,1,1,2,2,2,1,1,1,2,3,1,2,2,2,35,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,23,Female,Yes,Yes,5d93d16d913bf2001a6f9017
04/06/2020 13:15,04/06/2020 13:24,IP Address,100,541,TRUE,04/06/2020 13:24,R_3R92OQLYtdkM9vc,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5eb91f8870b77c000c8322da,2,3,1,2,3,2,3,4,3,2,1,1,0,3,3,4,1,2,3,1,44,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,0,40,Male,Yes,Yes,5eb91f8870b77c000c8322da
04/06/2020 13:10,04/06/2020 13:24,IP Address,100,870,TRUE,04/06/2020 13:24,R_2uxrSWfBvrOAcpS,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5e9994a1a0611e1cb8035eb9,3,3,3,2,2,2,2,3,3,3,2,4,2,4,3,4,4,3,3,2,57,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,0,28,Female,Yes,Yes,5e9994a1a0611e1cb8035eb9
04/06/2020 13:18,04/06/2020 13:24,IP Address,100,374,TRUE,04/06/2020 13:24,R_1o1J7WAwXJPI5b1,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c46d0fb10baf900017ee264,1,1,1,2,3,3,3,3,4,2,2,2,0,0,2,3,2,3,3,3,43,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,1,0,1,1,1,1,1,1,1,1,1,10,1,0,26,Female,No,No,5c46d0fb10baf900017ee264
04/06/2020 13:16,04/06/2020 13:24,IP Address,100,466,TRUE,04/06/2020 13:24,R_2fCyVR2nNNyNhi0,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5e68d8b2a042a7000d529490,1,0,1,0,1,1,0,0,3,1,4,1,2,1,0,2,1,0,0,0,19,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,1,1,1,1,1,1,1,1,1,1,1,11,1,0,23,Female,Yes,Yes,5e68d8b2a042a7000d529490
04/06/2020 13:16,04/06/2020 13:24,IP Address,100,493,TRUE,04/06/2020 13:24,R_3nxvW8ljG60jHoM,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5e9c5c24b8fbf31830b9fcbd,1,1,1,2,1,0,1,0,2,1,3,2,0,1,1,1,2,1,1,1,23,£1.00,£0.50,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,Male,Yes,Yes,5e9c5c24b8fbf31830b9fcbd
04/06/2020 13:16,04/06/2020 13:24,IP Address,100,512,TRUE,04/06/2020 13:24,R_1IxVMZN58WB2Fr9,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ac6852df69e940001d98f04,2,2,3,4,2,3,2,3,2,2,2,3,2,1,1,2,2,2,4,2,46,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,1,1,1,1,1,5,7,0,21,Female,No,Yes,5ac6852df69e940001d98f04
04/06/2020 13:15,04/06/2020 13:24,IP Address,100,572,TRUE,04/06/2020 13:24,R_2zAVjYJpJWMuElm,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ed2882318f6bd1f82693c46,2,2,3,2,1,3,1,0,3,0,4,3,2,1,2,1,1,2,1,2,36,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,Female,Yes,Yes,5ed2882318f6bd1f82693c46
04/06/2020 13:16,04/06/2020 13:24,IP Address,100,512,TRUE,04/06/2020 13:24,R_1ezdy40WQkn7iUU,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5e67de1ed7064f000c519b05,1,0,2,1,2,0,0,0,3,1,2,2,1,3,2,2,1,0,0,1,24,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,1,1,1,1,1,1,1,7,5,0,23,Male,Yes,Yes,5e67de1ed7064f000c519b05
04/06/2020 13:20,04/06/2020 13:24,IP Address,100,267,TRUE,04/06/2020 13:24,R_2EctCLDbZ9c6qfy,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5e9c6817a00baa04639f515e,2,1,3,1,4,1,0,2,2,2,1,1,0,1,2,2,1,0,0,1,27,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,1,1,1,3,9,0,23,Male,Yes,Yes,5e9c6817a00baa04639f515e
04/06/2020 13:16,04/06/2020 13:24,IP Address,100,472,TRUE,04/06/2020 13:24,R_3qxqhQlzCtWZsnh,anonymous,EN,Yes,Yes,Yes,Yes,Yes,56d8985d4a9be1000a53e9f2,0,3,3,1,4,3,2,3,3,3,4,4,3,4,4,4,3,2,2,2,57,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,1,1,1,1,1,1,1,1,1,9,3,0,33,Male,Yes,No,56d8985d4a9be1000a53e9f2
04/06/2020 13:16,04/06/2020 13:24,IP Address,100,474,TRUE,04/06/2020 13:24,R_1QGGLyTwXrutNTU,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ec95c138fd0f04674b98bff,1,0,3,1,2,1,1,0,3,0,3,1,1,0,1,1,0,0,1,1,21,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,1,0,0,0,0,1,1,1,0,1,5,2,1,35,Male,Yes,Yes,5ec95c138fd0f04674b98bff
04/06/2020 13:20,04/06/2020 13:24,IP Address,100,277,TRUE,04/06/2020 13:24,R_3qPcKBlkmVzxoV1,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c2f5cf789f035000176431b,1,1,2,2,2,3,2,2,2,1,3,3,3,2,2,2,3,3,2,2,43,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,1,1,1,3,9,0,21,Male,Yes,Yes,5c2f5cf789f035000176431b
04/06/2020 13:20,04/06/2020 13:24,IP Address,100,248,TRUE,04/06/2020 13:24,R_1Q61zFZ1fpGaNUc,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5e502d990998b207b5399ce4,0,2,2,3,0,2,3,1,2,2,2,1,1,1,2,3,3,3,2,3,38,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,1,1,1,1,1,1,1,1,1,1,1,11,1,0,41,Female,Yes,Yes,5e502d990998b207b5399ce4
04/06/2020 13:18,04/06/2020 13:24,IP Address,100,359,TRUE,04/06/2020 13:24,R_xmy6UQElc4WcDDz,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5dee3b5e7aeafe4cd675c0b6,2,0,2,2,3,0,3,1,3,2,3,2,0,1,2,3,1,1,3,1,35,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,0,38,Female,Yes,Yes,5dee3b5e7aeafe4cd675c0b6
04/06/2020 13:16,04/06/2020 13:24,IP Address,100,492,TRUE,04/06/2020 13:24,R_3EuvGbflCG2KKFS,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ec1113126be4e5223a0b1b9,2,0,2,2,2,0,2,1,3,1,2,2,0,2,1,1,1,1,1,2,28,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,1,1,1,1,1,1,1,1,1,1,1,11,1,0,23,Male,Yes,Yes,5ec1113126be4e5223a0b1b9
04/06/2020 13:21,04/06/2020 13:24,IP Address,100,202,TRUE,04/06/2020 13:24,R_3qrGNqi6dz4U3mw,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5bec3e5be682080001a17c11,3,0,2,0,2,2,1,3,3,1,2,3,0,4,4,2,3,3,2,3,43,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,0,28,Male,Yes,Yes,5bec3e5be682080001a17c11
04/06/2020 13:17,04/06/2020 13:24,IP Address,100,469,TRUE,04/06/2020 13:24,R_3JlayCdZ6PXqudK,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5da366461cf1040014300572,3,2,4,4,0,3,3,4,0,4,0,4,1,2,3,4,4,4,3,3,55,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,0,23,Male,No,No,5da366461cf1040014300572
04/06/2020 13:17,04/06/2020 13:24,IP Address,100,458,TRUE,04/06/2020 13:24,R_3F22xUvJJES5vNa,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ecff64588ee5109b14c0a2a,3,1,2,0,3,3,1,1,4,1,3,3,2,0,3,3,2,4,1,4,44,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,1,0,1,0,1,1,0,4,5,1,20,Male,Yes,Yes,5ecff64588ee5109b14c0a2a
04/06/2020 13:17,04/06/2020 13:24,IP Address,100,440,TRUE,04/06/2020 13:24,R_2QDkRbj3vlbTpdx,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5dbc4156a9e74e1e5be29ac0,3,2,4,0,2,2,3,1,2,1,2,2,3,3,3,2,2,2,1,0,40,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,0,1,1,2,10,0,39,Female,Yes,Yes,5dbc4156a9e74e1e5be29ac0
04/06/2020 13:19,04/06/2020 13:24,IP Address,100,328,TRUE,04/06/2020 13:24,R_1HnobsAAaad12Vz,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ea96c9646eecc05fcc3e051,3,2,3,1,2,1,1,2,2,1,3,2,1,2,2,2,2,1,1,2,36,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,1,1,1,1,1,1,1,1,1,9,3,0,24,Male,Yes,Yes,5ea96c9646eecc05fcc3e051
04/06/2020 13:19,04/06/2020 13:25,IP Address,100,343,TRUE,04/06/2020 13:25,R_1jqboJrAIDsN0Qy,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c03f6560155600001d7c515,3,0,2,1,0,1,2,0,4,1,1,0,0,3,1,1,1,1,2,3,27,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,1,1,1,1,1,1,1,1,8,4,0,23,Male,Yes,Yes,5c03f6560155600001d7c515
04/06/2020 13:18,04/06/2020 13:25,IP Address,100,403,TRUE,04/06/2020 13:25,R_poPDGckIdZhwLct,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5d9481c45f1d5d00163e7ef6,2,0,2,3,3,2,3,3,2,1,3,2,0,2,3,3,2,3,3,2,44,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,1,0,0,0,1,1,1,4,5,1,23,Female,Yes,Yes,5d9481c45f1d5d00163e7ef6
04/06/2020 13:18,04/06/2020 13:25,IP Address,100,406,TRUE,04/06/2020 13:25,R_1IgApKANWPOmS8W,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5be064114c6bd000013368f3,0,1,3,0,2,1,1,2,1,1,2,3,1,1,2,3,1,1,1,3,30,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,Female,Yes,Yes,5be064114c6bd000013368f3
04/06/2020 13:18,04/06/2020 13:25,IP Address,100,365,TRUE,04/06/2020 13:25,R_TcmfEo4WVYPHlqV,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c9a1d3c732b420001bfa60f,1,0,1,0,1,0,0,0,1,0,3,1,0,0,1,1,0,0,0,1,11,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,1,0,1,1,1,1,5,6,0,22,Male,Yes,Yes,5c9a1d3c732b420001bfa60f
04/06/2020 13:18,04/06/2020 13:25,IP Address,100,423,TRUE,04/06/2020 13:25,R_1BOZyzvFLw0vdbl,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5bf461a20d079d00012a85a7,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,8,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,1,1,1,3,9,0,33,Male,Yes,Yes,5bf461a20d079d00012a85a7
04/06/2020 13:20,04/06/2020 13:25,IP Address,100,289,TRUE,04/06/2020 13:25,R_0TbySlqSCImpZ7P,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ec80a175fa6672b743ceb32,3,4,2,4,2,3,2,3,2,3,2,3,2,3,2,3,2,3,4,3,55,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,1,0,1,1,0,0,0,3,5,1,24,Male,Yes,Yes,5ec80a175fa6672b743ceb32
04/06/2020 13:17,04/06/2020 13:25,IP Address,100,429,TRUE,04/06/2020 13:25,R_3nUEizmEIdLnBGB,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5e9d98664ead3c077acc3d34,1,0,0,1,1,1,0,0,1,0,2,1,0,0,1,1,0,1,0,0,11,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,1,1,1,1,1,1,1,7,5,0,21,Male,Yes,Yes,5e9d98664ead3c077acc3d34
04/06/2020 13:19,04/06/2020 13:25,IP Address,100,338,TRUE,04/06/2020 13:25,R_1ln2hb4F8IWdopW,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c38612819ceb400010c29fa,2,4,2,2,2,2,2,2,4,4,1,3,2,2,2,2,1,3,1,2,45,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.20 if I choose this option and my partner does not.,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,1,0,0,1,1,0,0,0,1,1,0,5,1,1,23,Male,Yes,Yes,5c38612819ceb400010c29fa
04/06/2020 13:16,04/06/2020 13:25,IP Address,100,543,TRUE,04/06/2020 13:25,R_bBm4tBH9y2tJGM1,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c9b54d50e881e0010e89908,2,0,2,1,2,1,1,0,2,0,2,1,2,2,1,1,1,2,1,1,25,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,0,37,Female,No,No,5c9b54d50e881e0010e89908
04/06/2020 13:20,04/06/2020 13:25,IP Address,100,309,TRUE,04/06/2020 13:25,R_1FtABdAGg1yvp4x,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ea98786997e1e09ed7d1d61,2,1,2,2,3,0,1,1,3,1,2,2,2,1,3,3,2,2,1,2,36,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,Male,Yes,Yes,5ea98786997e1e09ed7d1d61
04/06/2020 13:16,04/06/2020 13:25,IP Address,100,544,TRUE,04/06/2020 13:25,R_2qehwQpEjORVIdI,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ea015577dd57200089eb811,1,1,2,0,2,0,0,1,2,2,2,1,2,0,1,1,1,0,1,0,20,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,1,1,1,1,1,1,1,1,1,1,1,11,1,0,73,Female,Yes,Yes,5ea015577dd57200089eb811
04/06/2020 13:16,04/06/2020 13:25,IP Address,100,498,TRUE,04/06/2020 13:25,R_emO746gOoczd4Wd,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ea710104920c70c69a4acb0,1,3,4,3,0,2,3,0,0,3,4,4,0,4,4,4,4,4,4,3,54,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,Male,No,Yes,5ea710104920c70c69a4acb0
04/06/2020 13:18,04/06/2020 13:25,IP Address,100,402,TRUE,04/06/2020 13:25,R_vDCZaeyuZNdtnoZ,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ecd6a6b807bc30b80750ead,3,2,3,0,1,2,1,2,2,2,2,3,1,2,3,3,3,2,2,1,40,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,0,19,Female,Yes,Yes,5ecd6a6b807bc30b80750ead
04/06/2020 13:19,04/06/2020 13:25,IP Address,100,351,TRUE,04/06/2020 13:25,R_3nIzCGMF9ApZjnX,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5a38727b50833c0001eeabbc,2,2,3,0,2,0,1,1,2,1,2,3,0,0,1,2,0,2,1,2,27,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,0,1,1,2,10,0,20,Male,Yes,Yes,5a38727b50833c0001eeabbc
04/06/2020 13:11,04/06/2020 13:25,IP Address,100,845,TRUE,04/06/2020 13:25,R_2CEtW4QtASpIwaB,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5e1a11c43f6e1d28982be6eb,4,1,3,1,3,2,3,2,3,3,3,4,0,1,3,3,3,1,3,1,47,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,Male,Yes,Yes,5e1a11c43f6e1d28982be6eb
04/06/2020 13:10,04/06/2020 13:25,IP Address,100,898,TRUE,04/06/2020 13:25,R_31a5uuBGOMDM1xI,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ec7c170e06f6f05054ea099,4,0,2,2,3,0,2,0,2,1,3,4,2,0,4,3,2,4,2,1,41,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,25,Female,No,No,5ec7c170e06f6f05054ea099
04/06/2020 13:16,04/06/2020 13:25,IP Address,100,554,TRUE,04/06/2020 13:25,R_AHuklHgFAfH2hot,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5d54678e182ac900184988c3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,1,1,1,1,1,1,1,7,5,0,22,Female,Yes,Yes,5d54678e182ac900184988c3
04/06/2020 13:17,04/06/2020 13:25,IP Address,100,443,TRUE,04/06/2020 13:25,R_2ymEcjg5V2XVHCc,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5e9205669b5ff052ff624e9d,2,0,3,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,13,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,1,1,1,1,1,1,1,7,5,0,21,Male,Yes,Yes,5e9205669b5ff052ff624e9d
04/06/2020 13:17,04/06/2020 13:25,IP Address,100,453,TRUE,04/06/2020 13:25,R_29cBKlD8gfzfslD,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ebc1d415ab22e012bee7473,3,4,3,3,4,3,2,4,3,3,3,4,0,0,4,3,3,0,3,4,56,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,0,26,Male,Yes,Yes,5ebc1d415ab22e012bee7473
04/06/2020 13:12,04/06/2020 13:25,IP Address,100,794,TRUE,04/06/2020 13:25,R_1GZhtYll3pQX6aT,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5bb4d2889d9a6c0001d3565e,3,3,4,1,2,0,1,2,1,1,3,4,3,2,3,3,3,4,2,1,46,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,0,1,1,2,10,0,26,Female,Yes,Yes,5bb4d2889d9a6c0001d3565e
04/06/2020 13:20,04/06/2020 13:25,IP Address,100,314,TRUE,04/06/2020 13:25,R_3HLLgC5W795Jwnl,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ea2ce406026101f3de6c9db,3,4,4,1,0,4,4,3,4,4,3,3,0,4,2,4,4,4,4,4,63,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,1,1,1,3,9,0,21,Male,Yes,Yes,5ea2ce406026101f3de6c9db
04/06/2020 13:17,04/06/2020 13:25,IP Address,100,478,TRUE,04/06/2020 13:25,R_2xzPFZKRigiUshs,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5e5ec882d196fd20057e3b7e,2,3,2,1,3,0,2,0,4,2,3,2,2,2,3,4,2,3,2,1,43,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,1,0,0,0,0,0,1,6,1,32,Female,Yes,Yes,5e5ec882d196fd20057e3b7e
04/06/2020 13:18,04/06/2020 13:25,IP Address,100,432,TRUE,04/06/2020 13:25,R_UyyrUBQS75sBiyR,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5e5e3f5c9dad80156c98b89c,3,3,4,2,3,1,3,2,3,2,3,2,0,4,3,3,2,1,2,2,48,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,1,1,1,1,1,1,1,7,5,0,20,Male,Yes,Yes,5e5e3f5c9dad80156c98b89c
04/06/2020 13:13,04/06/2020 13:25,IP Address,100,733,TRUE,04/06/2020 13:25,R_2R92PFHVKFKAGO0,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5d59529f6867ef0019e439dc,1,0,2,0,2,1,2,1,4,1,3,2,0,2,2,2,1,0,1,1,28,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,1,1,1,1,1,1,1,1,1,1,1,11,1,0,55,Female,Yes,No,5d59529f6867ef0019e439dc
04/06/2020 13:20,04/06/2020 13:25,IP Address,100,290,TRUE,04/06/2020 13:25,R_3nxbaRmoCzd6V9D,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5aa559ee1eda41000136cd9a,1,1,0,1,4,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,12,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,1,0,1,1,1,1,1,6,5,0,37,Male,Yes,Yes,5aa559ee1eda41000136cd9a
04/06/2020 13:15,04/06/2020 13:25,IP Address,100,626,TRUE,04/06/2020 13:25,R_2VIVH54s9qr1oo0,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ece08540c7d071a0897a531,2,4,4,0,2,2,1,1,0,1,2,3,0,4,1,3,1,4,2,4,41,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,0,18,Male,Yes,Yes,5ece08540c7d071a0897a531
